,time,demand,년,월,일,시간,요일,기온(°C),풍속(m/s),하차
2649,2020-04-20 09:00:00,5,2020,4,20,9,0,11.0,2.7,646
2650,2020-04-20 10:00:00,3,2020,4,20,10,0,12.0,3.1,691
2651,2020-04-20 11:00:00,5,2020,4,20,11,0,13.1,3.3,717
2652,2020-04-20 12:00:00,1,2020,4,20,12,0,12.5,4.5,1049
2653,2020-04-20 13:00:00,2,2020,4,20,13,0,11.4,4.7,929
2654,2020-04-20 14:00:00,2,2020,4,20,14,0,10.1,4.7,970
2655,2020-04-20 15:00:00,4,2020,4,20,15,0,10.7,4.6,1099
2656,2020-04-20 16:00:00,9,2020,4,20,16,0,12.1,4.8,1069
2657,2020-04-20 17:00:00,44,2020,4,20,17,0,11.9,4.3,1199
2658,2020-04-20 18:00:00,48,2020,4,20,18,0,11.2,5.4,1026
2659,2020-04-20 19:00:00,17,2020,4,20,19,0,10.6,4.2,956
2660,2020-04-20 20:00:00,5,2020,4,20,20,0,9.9,3.9,865
2661,2020-04-20 21:00:00,9,2020,4,20,21,0,9.0,5.1,719
2662,2020-04-20 22:00:00,2,2020,4,20,22,0,8.4,4.0,579
2663,2020-04-20 23:00:00,13,2020,4,20,23,0,7.9,2.7,386
2664,2020-04-21 00:00:00,8,2020,4,21,0,1,7.6,2.2,0
2665,2020-04-21 01:00:00,5,2020,4,21,1,1,7.5,2.7,0
2666,2020-04-21 02:00:00,6,2020,4,21,2,1,7.5,2.8,0
2667,2020-04-21 03:00:00,0,2020,4,21,3,1,7.5,2.6,0
2668,2020-04-21 04:00:00,6,2020,4,21,4,1,7.1,2.2,0
2669,2020-04-21 05:00:00,0,2020,4,21,5,1,6.9,2.3,12
2670,2020-04-21 06:00:00,2,2020,4,21,6,1,6.0,1.2,165
2671,2020-04-21 07:00:00,17,2020,4,21,7,1,6.0,1.7,117
2672,2020-04-21 08:00:00,22,2020,4,21,8,1,7.7,3.8,144
2673,2020-04-21 09:00:00,11,2020,4,21,9,1,8.7,6.3,251
2674,2020-04-21 10:00:00,5,2020,4,21,10,1,9.4,4.9,220
2675,2020-04-21 11:00:00,10,2020,4,21,11,1,9.8,6.0,268
2676,2020-04-21 12:00:00,2,2020,4,21,12,1,9.5,5.9,284
2677,2020-04-21 13:00:00,11,2020,4,21,13,1,9.9,7.4,345
2678,2020-04-21 14:00:00,9,2020,4,21,14,1,9.6,8.0,389
2679,2020-04-21 15:00:00,20,2020,4,21,15,1,9.6,7.0,404
2680,2020-04-21 16:00:00,10,2020,4,21,16,1,9.0,7.0,473
2681,2020-04-21 17:00:00,37,2020,4,21,17,1,8.1,6.6,507
2682,2020-04-21 18:00:00,23,2020,4,21,18,1,7.6,6.5,492
2683,2020-04-21 19:00:00,10,2020,4,21,19,1,6.4,6.1,434
2684,2020-04-21 20:00:00,12,2020,4,21,20,1,5.7,4.6,386
2685,2020-04-21 21:00:00,5,2020,4,21,21,1,5.3,4.5,399
2686,2020-04-21 22:00:00,0,2020,4,21,22,1,5.0,4.3,380
2687,2020-04-21 23:00:00,7,2020,4,21,23,1,4.8,2.9,238
2688,2020-04-22 00:00:00,7,2020,4,22,0,2,5.0,3.8,0
2689,2020-04-22 01:00:00,1,2020,4,22,1,2,5.2,3.6,0
2690,2020-04-22 02:00:00,0,2020,4,22,2,2,5.3,2.7,0
2691,2020-04-22 03:00:00,0,2020,4,22,3,2,5.1,3.2,0
2692,2020-04-22 04:00:00,0,2020,4,22,4,2,4.7,3.3,0
2693,2020-04-22 05:00:00,0,2020,4,22,5,2,4.5,4.3,51
2694,2020-04-22 06:00:00,1,2020,4,22,6,2,4.1,2.8,82
2695,2020-04-22 07:00:00,16,2020,4,22,7,2,4.4,4.2,52
2696,2020-04-22 08:00:00,17,2020,4,22,8,2,4.8,3.5,98
2697,2020-04-22 09:00:00,9,2020,4,22,9,2,5.7,3.4,97
2698,2020-04-22 10:00:00,3,2020,4,22,10,2,6.6,5.7,116
2699,2020-04-22 11:00:00,10,2020,4,22,11,2,7.2,5.3,137
2700,2020-04-22 12:00:00,2,2020,4,22,12,2,7.6,5.6,155
2701,2020-04-22 13:00:00,5,2020,4,22,13,2,7.7,5.4,151
2702,2020-04-22 14:00:00,5,2020,4,22,14,2,7.9,4.6,144
2703,2020-04-22 15:00:00,4,2020,4,22,15,2,7.8,5.2,152
2704,2020-04-22 16:00:00,4,2020,4,22,16,2,7.3,4.7,147
2705,2020-04-22 17:00:00,23,2020,4,22,17,2,7.2,3.4,157
2706,2020-04-22 18:00:00,30,2020,4,22,18,2,7.0,4.1,162
2707,2020-04-22 19:00:00,9,2020,4,22,19,2,6.8,4.5,156
2708,2020-04-22 20:00:00,5,2020,4,22,20,2,6.4,3.9,141
2709,2020-04-22 21:00:00,4,2020,4,22,21,2,6.1,4.6,121
2710,2020-04-22 22:00:00,5,2020,4,22,22,2,5.5,3.9,99
2711,2020-04-22 23:00:00,2,2020,4,22,23,2,5.0,3.3,75
2712,2020-04-23 00:00:00,2,2020,4,23,0,3,4.6,2.9,0
2713,2020-04-23 01:00:00,1,2020,4,23,1,3,4.2,2.3,0
2714,2020-04-23 02:00:00,3,2020,4,23,2,3,3.8,1.8,0
2715,2020-04-23 03:00:00,0,2020,4,23,3,3,3.7,2.1,0
2716,2020-04-23 04:00:00,0,2020,4,23,4,3,3.4,0.9,0
2717,2020-04-23 05:00:00,0,2020,4,23,5,3,3.0,1.4,26
2718,2020-04-23 06:00:00,0,2020,4,23,6,3,3.0,2.3,134
2719,2020-04-23 07:00:00,18,2020,4,23,7,3,3.7,2.2,229
2720,2020-04-23 08:00:00,16,2020,4,23,8,3,5.9,3.3,229
2721,2020-04-23 09:00:00,3,2020,4,23,9,3,7.7,3.8,402
2722,2020-04-23 10:00:00,1,2020,4,23,10,3,9.5,4.0,424
2723,2020-04-23 11:00:00,2,2020,4,23,11,3,10.4,5.7,473
2724,2020-04-23 12:00:00,4,2020,4,23,12,3,11.7,4.2,532
2725,2020-04-23 13:00:00,11,2020,4,23,13,3,12.3,4.6,572
2726,2020-04-23 14:00:00,12,2020,4,23,14,3,12.4,4.6,615
2727,2020-04-23 15:00:00,21,2020,4,23,15,3,12.6,5.8,627
2728,2020-04-23 16:00:00,32,2020,4,23,16,3,12.5,5.7,630
2729,2020-04-23 17:00:00,56,2020,4,23,17,3,11.7,5.2,591
2730,2020-04-23 18:00:00,40,2020,4,23,18,3,10.5,5.6,464
2731,2020-04-23 19:00:00,23,2020,4,23,19,3,8.9,4.7,387
2732,2020-04-23 20:00:00,17,2020,4,23,20,3,8.1,3.4,322
2733,2020-04-23 21:00:00,10,2020,4,23,21,3,7.6,3.5,258
2734,2020-04-23 22:00:00,4,2020,4,23,22,3,7.1,3.6,147
2735,2020-04-23 23:00:00,3,2020,4,23,23,3,6.6,2.8,102
2736,2020-04-24 00:00:00,4,2020,4,24,0,4,6.2,2.2,0
2737,2020-04-24 01:00:00,4,2020,4,24,1,4,5.6,1.9,0
2738,2020-04-24 02:00:00,3,2020,4,24,2,4,5.4,2.2,0
2739,2020-04-24 03:00:00,3,2020,4,24,3,4,5.2,2.0,0
2740,2020-04-24 04:00:00,0,2020,4,24,4,4,4.9,1.7,0
2741,2020-04-24 05:00:00,0,2020,4,24,5,4,4.5,1.5,13
2742,2020-04-24 06:00:00,3,2020,4,24,6,4,4.3,0.3,115
2743,2020-04-24 07:00:00,19,2020,4,24,7,4,4.4,0.1,104
2744,2020-04-24 08:00:00,18,2020,4,24,8,4,7.2,3.0,132
2745,2020-04-24 09:00:00,4,2020,4,24,9,4,9.2,4.1,179
2746,2020-04-24 10:00:00,5,2020,4,24,10,4,11.2,4.6,150
2747,2020-04-24 11:00:00,6,2020,4,24,11,4,12.8,6.7,165
2748,2020-04-24 12:00:00,2,2020,4,24,12,4,13.4,7.6,221
2749,2020-04-24 13:00:00,16,2020,4,24,13,4,13.3,7.4,199
2750,2020-04-24 14:00:00,24,2020,4,24,14,4,14.2,6.7,185
2751,2020-04-24 15:00:00,17,2020,4,24,15,4,13.7,7.4,216
2752,2020-04-24 16:00:00,39,2020,4,24,16,4,14.0,6.1,247
2753,2020-04-24 17:00:00,62,2020,4,24,17,4,13.7,6.2,248
2754,2020-04-24 18:00:00,39,2020,4,24,18,4,12.8,5.5,256
2755,2020-04-24 19:00:00,28,2020,4,24,19,4,11.4,2.6,208
2756,2020-04-24 20:00:00,24,2020,4,24,20,4,10.9,3.7,191
2757,2020-04-24 21:00:00,20,2020,4,24,21,4,10.7,3.4,182
2758,2020-04-24 22:00:00,8,2020,4,24,22,4,10.4,4.2,190
2759,2020-04-24 23:00:00,8,2020,4,24,23,4,10.1,2.7,96
2760,2020-04-25 00:00:00,8,2020,4,25,0,5,9.9,2.4,0
2761,2020-04-25 01:00:00,9,2020,4,25,1,5,10.2,2.7,0
2762,2020-04-25 02:00:00,9,2020,4,25,2,5,10.4,4.2,0
2763,2020-04-25 03:00:00,1,2020,4,25,3,5,10.0,2.0,0
2764,2020-04-25 04:00:00,0,2020,4,25,4,5,10.6,4.1,0
2765,2020-04-25 05:00:00,0,2020,4,25,5,5,10.7,2.9,7
2766,2020-04-25 06:00:00,1,2020,4,25,6,5,10.7,3.6,82
2767,2020-04-25 07:00:00,3,2020,4,25,7,5,11.2,3.2,137
2768,2020-04-25 08:00:00,3,2020,4,25,8,5,12.6,4.3,78
2769,2020-04-25 09:00:00,6,2020,4,25,9,5,13.8,4.7,97
2770,2020-04-25 10:00:00,5,2020,4,25,10,5,15.4,5.2,119
2771,2020-04-25 11:00:00,18,2020,4,25,11,5,15.7,6.1,115
2772,2020-04-25 12:00:00,36,2020,4,25,12,5,15.8,6.7,123
2773,2020-04-25 13:00:00,45,2020,4,25,13,5,16.6,4.6,152
2774,2020-04-25 14:00:00,35,2020,4,25,14,5,16.9,4.4,141
2775,2020-04-25 15:00:00,65,2020,4,25,15,5,16.8,5.4,135
2776,2020-04-25 16:00:00,95,2020,4,25,16,5,16.5,4.0,134
2777,2020-04-25 17:00:00,123,2020,4,25,17,5,15.9,4.2,134
2778,2020-04-25 18:00:00,87,2020,4,25,18,5,15.5,3.8,85
2779,2020-04-25 19:00:00,39,2020,4,25,19,5,14.7,3.3,78
2780,2020-04-25 20:00:00,44,2020,4,25,20,5,13.3,2.8,70
2781,2020-04-25 21:00:00,21,2020,4,25,21,5,12.2,3.2,51
2782,2020-04-25 22:00:00,31,2020,4,25,22,5,11.1,2.0,61
2783,2020-04-25 23:00:00,5,2020,4,25,23,5,10.4,1.7,44
2784,2020-04-26 00:00:00,14,2020,4,26,0,6,10.1,2.9,0
2785,2020-04-26 01:00:00,3,2020,4,26,1,6,9.8,2.6,0
2786,2020-04-26 02:00:00,9,2020,4,26,2,6,9.5,2.5,0
2787,2020-04-26 03:00:00,0,2020,4,26,3,6,8.9,2.4,0
2788,2020-04-26 04:00:00,0,2020,4,26,4,6,8.5,2.1,0
2789,2020-04-26 05:00:00,0,2020,4,26,5,6,7.9,2.0,31
2790,2020-04-26 06:00:00,1,2020,4,26,6,6,6.9,2.0,218
2791,2020-04-26 07:00:00,0,2020,4,26,7,6,7.7,2.1,141
2792,2020-04-26 08:00:00,2,2020,4,26,8,6,9.3,2.8,205
2793,2020-04-26 09:00:00,10,2020,4,26,9,6,10.7,3.9,393
2794,2020-04-26 10:00:00,15,2020,4,26,10,6,12.3,3.5,361
2795,2020-04-26 11:00:00,14,2020,4,26,11,6,15.0,4.1,494
2796,2020-04-26 12:00:00,44,2020,4,26,12,6,16.6,2.0,595
2797,2020-04-26 13:00:00,49,2020,4,26,13,6,16.9,2.7,670
2798,2020-04-26 14:00:00,84,2020,4,26,14,6,17.5,2.4,691
2799,2020-04-26 15:00:00,126,2020,4,26,15,6,17.9,2.4,788
2800,2020-04-26 16:00:00,115,2020,4,26,16,6,18.3,4.5,934
2801,2020-04-26 17:00:00,150,2020,4,26,17,6,16.6,5.3,885
2802,2020-04-26 18:00:00,112,2020,4,26,18,6,15.6,3.5,931
2803,2020-04-26 19:00:00,54,2020,4,26,19,6,13.4,4.2,657
2804,2020-04-26 20:00:00,20,2020,4,26,20,6,12.0,4.6,584
2805,2020-04-26 21:00:00,12,2020,4,26,21,6,11.4,2.6,587
2806,2020-04-26 22:00:00,23,2020,4,26,22,6,11.1,2.8,502
2807,2020-04-26 23:00:00,21,2020,4,26,23,6,10.9,2.5,314
2808,2020-04-27 00:00:00,15,2020,4,27,0,0,10.4,1.9,0
2809,2020-04-27 01:00:00,3,2020,4,27,1,0,10.4,1.9,0
2810,2020-04-27 02:00:00,4,2020,4,27,2,0,10.0,2.2,0
2811,2020-04-27 03:00:00,1,2020,4,27,3,0,9.9,2.7,0
2812,2020-04-27 04:00:00,0,2020,4,27,4,0,9.5,2.1,0
2813,2020-04-27 05:00:00,0,2020,4,27,5,0,8.8,1.7,47
2814,2020-04-27 06:00:00,2,2020,4,27,6,0,8.8,1.8,385
2815,2020-04-27 07:00:00,15,2020,4,27,7,0,9.1,1.0,221
2816,2020-04-27 08:00:00,19,2020,4,27,8,0,10.3,1.6,239
2817,2020-04-27 09:00:00,5,2020,4,27,9,0,12.6,2.9,495
2818,2020-04-27 10:00:00,4,2020,4,27,10,0,14.3,2.9,517
2819,2020-04-27 11:00:00,15,2020,4,27,11,0,15.2,3.4,622
2820,2020-04-27 12:00:00,18,2020,4,27,12,0,15.7,3.5,696
2821,2020-04-27 13:00:00,17,2020,4,27,13,0,17.0,4.5,683
2822,2020-04-27 14:00:00,22,2020,4,27,14,0,17.5,2.5,742
2823,2020-04-27 15:00:00,33,2020,4,27,15,0,17.1,3.1,810
2824,2020-04-27 16:00:00,44,2020,4,27,16,0,16.6,5.2,1023
2825,2020-04-27 17:00:00,71,2020,4,27,17,0,16.1,5.2,1026
2826,2020-04-27 18:00:00,60,2020,4,27,18,0,15.9,3.7,1015
2827,2020-04-27 19:00:00,47,2020,4,27,19,0,14.4,3.2,836
2828,2020-04-27 20:00:00,43,2020,4,27,20,0,13.1,3.7,797
2829,2020-04-27 21:00:00,29,2020,4,27,21,0,12.3,2.8,786
2830,2020-04-27 22:00:00,24,2020,4,27,22,0,11.9,2.5,551
2831,2020-04-27 23:00:00,16,2020,4,27,23,0,11.5,2.3,487
2832,2020-04-28 00:00:00,6,2020,4,28,0,1,10.9,1.4,0
2833,2020-04-28 01:00:00,11,2020,4,28,1,1,10.2,1.6,0
2834,2020-04-28 02:00:00,1,2020,4,28,2,1,9.4,2.5,0
2835,2020-04-28 03:00:00,0,2020,4,28,3,1,9.2,3.0,0
2836,2020-04-28 04:00:00,0,2020,4,28,4,1,8.6,2.1,0
2837,2020-04-28 05:00:00,0,2020,4,28,5,1,8.2,1.2,4
2838,2020-04-28 06:00:00,0,2020,4,28,6,1,7.8,1.1,7
2839,2020-04-28 07:00:00,19,2020,4,28,7,1,8.6,2.2,22
2840,2020-04-28 08:00:00,22,2020,4,28,8,1,10.9,2.4,19
2841,2020-04-28 09:00:00,5,2020,4,28,9,1,13.0,2.0,24
2842,2020-04-28 10:00:00,4,2020,4,28,10,1,14.6,3.4,22
2843,2020-04-28 11:00:00,20,2020,4,28,11,1,16.9,2.3,23
2844,2020-04-28 12:00:00,21,2020,4,28,12,1,17.9,5.3,35
2845,2020-04-28 13:00:00,23,2020,4,28,13,1,18.8,4.6,30
2846,2020-04-28 14:00:00,38,2020,4,28,14,1,19.1,4.6,34
2847,2020-04-28 15:00:00,44,2020,4,28,15,1,19.5,4.8,32
2848,2020-04-28 16:00:00,53,2020,4,28,16,1,19.0,4.4,24
2849,2020-04-28 17:00:00,60,2020,4,28,17,1,18.6,4.7,38
2850,2020-04-28 18:00:00,64,2020,4,28,18,1,17.9,2.9,31
2851,2020-04-28 19:00:00,61,2020,4,28,19,1,16.0,4.8,28
2852,2020-04-28 20:00:00,64,2020,4,28,20,1,14.5,3.4,22
2853,2020-04-28 21:00:00,35,2020,4,28,21,1,13.6,3.0,31
2854,2020-04-28 22:00:00,36,2020,4,28,22,1,12.9,3.7,31
2855,2020-04-28 23:00:00,15,2020,4,28,23,1,12.4,2.6,15
2856,2020-04-29 00:00:00,14,2020,4,29,0,2,11.9,1.8,0
2857,2020-04-29 01:00:00,8,2020,4,29,1,2,11.5,2.2,0
2858,2020-04-29 02:00:00,6,2020,4,29,2,2,11.1,2.0,0
2859,2020-04-29 03:00:00,1,2020,4,29,3,2,10.7,1.8,0
2860,2020-04-29 04:00:00,0,2020,4,29,4,2,10.2,1.3,0
2861,2020-04-29 05:00:00,0,2020,4,29,5,2,9.8,1.3,0
2862,2020-04-29 06:00:00,2,2020,4,29,6,2,9.3,1.8,461
2863,2020-04-29 07:00:00,23,2020,4,29,7,2,9.8,1.5,188
2864,2020-04-29 08:00:00,22,2020,4,29,8,2,11.9,1.3,113
2865,2020-04-29 09:00:00,6,2020,4,29,9,2,14.2,1.4,122
2866,2020-04-29 10:00:00,11,2020,4,29,10,2,16.3,1.7,108
2867,2020-04-29 11:00:00,3,2020,4,29,11,2,17.9,3.3,158
2868,2020-04-29 12:00:00,11,2020,4,29,12,2,19.5,3.7,212
2869,2020-04-29 13:00:00,16,2020,4,29,13,2,20.2,3.6,137
2870,2020-04-29 14:00:00,18,2020,4,29,14,2,20.7,3.7,215
2871,2020-04-29 15:00:00,33,2020,4,29,15,2,20.4,4.2,291
2872,2020-04-29 16:00:00,64,2020,4,29,16,2,20.2,4.1,261
2873,2020-04-29 17:00:00,88,2020,4,29,17,2,19.7,4.4,258
2874,2020-04-29 18:00:00,96,2020,4,29,18,2,18.7,3.8,321
2875,2020-04-29 19:00:00,53,2020,4,29,19,2,16.9,4.4,214
2876,2020-04-29 20:00:00,47,2020,4,29,20,2,15.6,2.8,255
2877,2020-04-29 21:00:00,56,2020,4,29,21,2,14.4,1.8,280
2878,2020-04-29 22:00:00,52,2020,4,29,22,2,13.5,1.1,249
2879,2020-04-29 23:00:00,30,2020,4,29,23,2,12.6,1.2,147
2880,2020-04-30 00:00:00,21,2020,4,30,0,3,12.0,1.1,0
2881,2020-04-30 01:00:00,6,2020,4,30,1,3,11.5,1.2,0
2882,2020-04-30 02:00:00,9,2020,4,30,2,3,10.7,1.5,0
2883,2020-04-30 03:00:00,2,2020,4,30,3,3,10.5,0.8,0
2884,2020-04-30 04:00:00,0,2020,4,30,4,3,10.9,1.0,0
2885,2020-04-30 05:00:00,1,2020,4,30,5,3,10.0,1.7,29
2886,2020-04-30 06:00:00,3,2020,4,30,6,3,9.3,1.6,184
2887,2020-04-30 07:00:00,3,2020,4,30,7,3,10.2,1.9,112
2888,2020-04-30 08:00:00,13,2020,4,30,8,3,12.9,2.1,126
2889,2020-04-30 09:00:00,9,2020,4,30,9,3,15.4,0.9,126
2890,2020-04-30 10:00:00,33,2020,4,30,10,3,17.1,1.7,96
2891,2020-04-30 11:00:00,33,2020,4,30,11,3,19.4,2.4,136
2892,2020-04-30 12:00:00,36,2020,4,30,12,3,20.6,3.7,156
2893,2020-04-30 13:00:00,57,2020,4,30,13,3,22.1,4.1,162
2894,2020-04-30 14:00:00,69,2020,4,30,14,3,23.1,4.0,171
2895,2020-04-30 15:00:00,108,2020,4,30,15,3,23.3,3.9,200
2896,2020-04-30 16:00:00,120,2020,4,30,16,3,22.8,4.4,190
2897,2020-04-30 17:00:00,168,2020,4,30,17,3,22.0,5.2,220
2898,2020-04-30 18:00:00,164,2020,4,30,18,3,20.8,3.7,229
2899,2020-04-30 19:00:00,162,2020,4,30,19,3,19.6,3.2,229
2900,2020-04-30 20:00:00,66,2020,4,30,20,3,19.2,1.6,181
2901,2020-04-30 21:00:00,83,2020,4,30,21,3,18.8,4.0,207
2902,2020-04-30 22:00:00,64,2020,4,30,22,3,18.3,5.0,154
2903,2020-04-30 23:00:00,47,2020,4,30,23,3,18.0,3.3,98
2904,2020-05-01 00:00:00,32,2020,5,1,0,4,17.8,3.4,0
2905,2020-05-01 01:00:00,17,2020,5,1,1,4,17.3,2.2,0
2906,2020-05-01 02:00:00,9,2020,5,1,2,4,16.8,1.7,0
2907,2020-05-01 03:00:00,5,2020,5,1,3,4,16.5,1.4,0
2908,2020-05-01 04:00:00,4,2020,5,1,4,4,16.6,0.6,0
2909,2020-05-01 05:00:00,2,2020,5,1,5,4,16.8,1.4,86
2910,2020-05-01 06:00:00,0,2020,5,1,6,4,16.9,1.1,301
2911,2020-05-01 07:00:00,1,2020,5,1,7,4,17.2,2.0,230
2912,2020-05-01 08:00:00,3,2020,5,1,8,4,17.8,1.9,256
2913,2020-05-01 09:00:00,6,2020,5,1,9,4,18.4,2.2,303
2914,2020-05-01 10:00:00,24,2020,5,1,10,4,19.3,2.6,442
2915,2020-05-01 11:00:00,20,2020,5,1,11,4,20.4,2.1,530
2916,2020-05-01 12:00:00,30,2020,5,1,12,4,22.2,2.5,613
2917,2020-05-01 13:00:00,50,2020,5,1,13,4,23.9,3.4,690
2918,2020-05-01 14:00:00,67,2020,5,1,14,4,25.5,3.4,722
2919,2020-05-01 15:00:00,56,2020,5,1,15,4,26.0,3.7,664
2920,2020-05-01 16:00:00,133,2020,5,1,16,4,25.3,4.3,660
2921,2020-05-01 17:00:00,142,2020,5,1,17,4,24.5,4.9,590
2922,2020-05-01 18:00:00,168,2020,5,1,18,4,23.1,4.7,463
2923,2020-05-01 19:00:00,135,2020,5,1,19,4,21.6,3.9,295
2924,2020-05-01 20:00:00,102,2020,5,1,20,4,20.3,2.7,153
2925,2020-05-01 21:00:00,77,2020,5,1,21,4,19.8,2.6,88
2926,2020-05-01 22:00:00,68,2020,5,1,22,4,19.6,3.3,46
2927,2020-05-01 23:00:00,44,2020,5,1,23,4,19.3,2.5,41
2928,2020-05-02 00:00:00,38,2020,5,2,0,5,19.0,3.0,0
2929,2020-05-02 01:00:00,31,2020,5,2,1,5,18.7,3.5,0
2930,2020-05-02 02:00:00,9,2020,5,2,2,5,18.1,2.5,0
2931,2020-05-02 03:00:00,11,2020,5,2,3,5,18.1,2.7,0
2932,2020-05-02 04:00:00,4,2020,5,2,4,5,18.1,2.1,0
2933,2020-05-02 05:00:00,3,2020,5,2,5,5,18.3,1.1,18
2934,2020-05-02 06:00:00,2,2020,5,2,6,5,18.5,1.7,95
2935,2020-05-02 07:00:00,3,2020,5,2,7,5,18.7,1.6,89
2936,2020-05-02 08:00:00,3,2020,5,2,8,5,19.0,1.2,155
2937,2020-05-02 09:00:00,11,2020,5,2,9,5,19.7,1.2,149
2938,2020-05-02 10:00:00,14,2020,5,2,10,5,20.0,3.3,163
2939,2020-05-02 11:00:00,22,2020,5,2,11,5,20.3,2.1,180
2940,2020-05-02 12:00:00,24,2020,5,2,12,5,22.2,2.2,191
2941,2020-05-02 13:00:00,54,2020,5,2,13,5,22.9,1.2,186
2942,2020-05-02 14:00:00,47,2020,5,2,14,5,23.5,3.5,212
2943,2020-05-02 15:00:00,89,2020,5,2,15,5,23.9,2.6,206
2944,2020-05-02 16:00:00,128,2020,5,2,16,5,23.1,2.4,294
2945,2020-05-02 17:00:00,143,2020,5,2,17,5,22.4,3.4,299
2946,2020-05-02 18:00:00,136,2020,5,2,18,5,21.8,3.1,298
2947,2020-05-02 19:00:00,128,2020,5,2,19,5,21.0,2.6,278
2948,2020-05-02 20:00:00,133,2020,5,2,20,5,20.4,2.4,304
2949,2020-05-02 21:00:00,73,2020,5,2,21,5,19.8,0.6,226
2950,2020-05-02 22:00:00,54,2020,5,2,22,5,19.3,1.3,234
2951,2020-05-02 23:00:00,35,2020,5,2,23,5,19.0,1.5,148
2952,2020-05-03 00:00:00,18,2020,5,3,0,6,18.7,2.2,0
2953,2020-05-03 01:00:00,24,2020,5,3,1,6,18.7,0.4,0
2954,2020-05-03 02:00:00,18,2020,5,3,2,6,18.5,1.0,0
2955,2020-05-03 03:00:00,13,2020,5,3,3,6,18.4,1.2,0
2956,2020-05-03 04:00:00,7,2020,5,3,4,6,17.8,2.3,0
2957,2020-05-03 05:00:00,0,2020,5,3,5,6,17.2,1.9,18
2958,2020-05-03 06:00:00,1,2020,5,3,6,6,17.1,1.3,60
2959,2020-05-03 07:00:00,1,2020,5,3,7,6,17.7,1.5,62
2960,2020-05-03 08:00:00,4,2020,5,3,8,6,18.3,2.3,73
2961,2020-05-03 09:00:00,3,2020,5,3,9,6,18.9,1.9,96
2962,2020-05-03 10:00:00,5,2020,5,3,10,6,19.9,3.2,88
2963,2020-05-03 11:00:00,14,2020,5,3,11,6,23.0,3.2,82
2964,2020-05-03 12:00:00,18,2020,5,3,12,6,24.8,3.1,98
2965,2020-05-03 13:00:00,56,2020,5,3,13,6,26.3,1.9,120
2966,2020-05-03 14:00:00,65,2020,5,3,14,6,26.5,2.9,130
2967,2020-05-03 15:00:00,65,2020,5,3,15,6,27.4,2.5,168
2968,2020-05-03 16:00:00,109,2020,5,3,16,6,26.8,1.6,147
2969,2020-05-03 17:00:00,152,2020,5,3,17,6,26.7,1.4,212
2970,2020-05-03 18:00:00,141,2020,5,3,18,6,26.1,0.7,202
2971,2020-05-03 19:00:00,153,2020,5,3,19,6,24.9,2.2,146
2972,2020-05-03 20:00:00,133,2020,5,3,20,6,22.9,2.7,158
2973,2020-05-03 21:00:00,85,2020,5,3,21,6,21.7,2.1,148
2974,2020-05-03 22:00:00,65,2020,5,3,22,6,20.8,2.4,129
2975,2020-05-03 23:00:00,58,2020,5,3,23,6,20.3,1.1,89
2976,2020-05-04 00:00:00,65,2020,5,4,0,0,20.1,1.0,0
2977,2020-05-04 01:00:00,27,2020,5,4,1,0,20.1,2.3,0
2978,2020-05-04 02:00:00,17,2020,5,4,2,0,19.9,2.3,0
2979,2020-05-04 03:00:00,8,2020,5,4,3,0,19.5,3.1,0
2980,2020-05-04 04:00:00,4,2020,5,4,4,0,19.1,2.7,0
2981,2020-05-04 05:00:00,1,2020,5,4,5,0,18.6,2.6,29
2982,2020-05-04 06:00:00,1,2020,5,4,6,0,18.3,2.9,170
2983,2020-05-04 07:00:00,15,2020,5,4,7,0,18.3,2.1,215
2984,2020-05-04 08:00:00,15,2020,5,4,8,0,19.6,1.6,308
2985,2020-05-04 09:00:00,12,2020,5,4,9,0,21.1,2.9,485
2986,2020-05-04 10:00:00,7,2020,5,4,10,0,22.1,2.3,417
2987,2020-05-04 11:00:00,13,2020,5,4,11,0,23.8,2.6,496
2988,2020-05-04 12:00:00,28,2020,5,4,12,0,24.8,3.1,561
2989,2020-05-04 13:00:00,27,2020,5,4,13,0,24.7,3.3,618
2990,2020-05-04 14:00:00,46,2020,5,4,14,0,25.2,2.7,635
2991,2020-05-04 15:00:00,53,2020,5,4,15,0,25.1,3.8,587
2992,2020-05-04 16:00:00,73,2020,5,4,16,0,24.8,3.4,644
2993,2020-05-04 17:00:00,114,2020,5,4,17,0,24.8,3.0,807
2994,2020-05-04 18:00:00,134,2020,5,4,18,0,21.5,3.9,682
2995,2020-05-04 19:00:00,108,2020,5,4,19,0,19.5,2.4,558
2996,2020-05-04 20:00:00,84,2020,5,4,20,0,17.9,2.0,437
2997,2020-05-04 21:00:00,67,2020,5,4,21,0,16.6,2.6,321
2998,2020-05-04 22:00:00,60,2020,5,4,22,0,16.0,1.6,277
2999,2020-05-04 23:00:00,42,2020,5,4,23,0,15.4,2.7,166
3000,2020-05-05 00:00:00,23,2020,5,5,0,1,14.8,1.3,0
3001,2020-05-05 01:00:00,14,2020,5,5,1,1,14.5,0.1,0
3002,2020-05-05 02:00:00,4,2020,5,5,2,1,14.3,1.9,0
3003,2020-05-05 03:00:00,12,2020,5,5,3,1,13.9,1.3,0
3004,2020-05-05 04:00:00,3,2020,5,5,4,1,13.6,0.1,0
3005,2020-05-05 05:00:00,0,2020,5,5,5,1,13.4,2.0,31
