,code,name,YN
2,0100,청운동,존재
3,0200,신교동,존재
4,0300,궁정동,존재
5,0400,효자동,존재
6,0500,창성동,존재
7,0600,통의동,존재
8,0700,적선동,존재
9,0800,통인동,존재
10,0900,누상동,존재
11,1000,누하동,존재
12,1100,옥인동,존재
13,1200,체부동,존재
14,1300,필운동,존재
15,1400,내자동,존재
16,1500,사직동,존재
17,1600,도렴동,존재
18,1700,당주동,존재
19,1800,내수동,존재
20,1900,세종로,존재
21,2000,신문로1가,존재
22,2100,신문로2가,존재
23,2200,청진동,존재
24,2300,서린동,존재
25,2400,수송동,존재
26,2500,중학동,존재
27,2600,종로1가,존재
28,2700,공평동,존재
29,2800,관훈동,존재
30,2900,견지동,존재
31,3000,와룡동,존재
32,3100,권농동,존재
33,3200,운니동,존재
34,3300,익선동,존재
35,3400,경운동,존재
36,3500,관철동,존재
37,3600,인사동,존재
38,3700,낙원동,존재
39,3800,종로2가,존재
40,3900,팔판동,존재
41,4000,삼청동,존재
42,4100,안국동,존재
43,4200,소격동,존재
44,4300,화동,존재
45,4400,사간동,존재
46,4500,송현동,존재
47,4600,가회동,존재
48,4700,재동,존재
49,4800,계동,존재
50,4900,원서동,존재
51,5000,훈정동,존재
52,5100,묘동,존재
53,5200,봉익동,존재
54,5300,돈의동,존재
55,5400,장사동,존재
56,5500,관수동,존재
57,5600,종로3가,존재
58,5700,인의동,존재
59,5800,예지동,존재
60,5900,원남동,존재
61,6000,연지동,존재
62,6100,종로4가,존재
63,6200,효제동,존재
64,6300,종로5가,존재
65,6400,종로6가,존재
66,6500,이화동,존재
67,6600,연건동,존재
68,6700,충신동,존재
69,6800,동숭동,존재
70,6900,혜화동,존재
71,7000,명륜1가,존재
72,7100,명륜2가,존재
73,7200,명륜4가,존재
74,7300,명륜3가,존재
75,7400,창신동,존재
76,7500,숭인동,존재
77,7600,교남동,존재
78,7700,평동,존재
79,7800,송월동,존재
80,7900,홍파동,존재
81,8000,교북동,존재
82,8100,행촌동,존재
83,8200,구기동,존재
84,8300,평창동,존재
85,8400,부암동,존재
86,8500,홍지동,존재
87,8600,신영동,존재
88,8700,무악동,존재
89,0100,창신1동,폐지
90,0200,창신2동,폐지
91,0300,창신3동,폐지
92,0400,숭인1동,폐지
93,0500,숭인2동,폐지
95,0100,동자동,폐지
96,0200,도동1가,폐지
97,0300,도동2가,폐지
98,0400,양동,폐지
99,0100,무교동,존재
100,0200,다동,존재
101,0300,태평로1가,존재
102,0400,을지로1가,존재
103,0500,을지로2가,존재
104,0600,남대문로1가,존재
105,0700,삼각동,존재
106,0800,수하동,존재
107,0900,장교동,존재
108,1000,수표동,존재
109,1100,소공동,존재
110,1200,남창동,존재
111,1300,북창동,존재
112,1400,태평로2가,존재
113,1500,남대문로2가,존재
114,1600,남대문로3가,존재
115,1700,남대문로4가,존재
116,1800,남대문로5가,존재
117,1900,봉래동1가,존재
118,2000,봉래동2가,존재
119,2100,회현동1가,존재
120,2200,회현동2가,존재
121,2300,회현동3가,존재
122,2400,충무로1가,존재
123,2500,충무로2가,존재
124,2600,명동1가,존재
125,2700,명동2가,존재
126,2800,남산동1가,존재
127,2900,남산동2가,존재
128,3000,남산동3가,존재
129,3100,저동1가,존재
130,3200,충무로4가,존재
131,3300,충무로5가,존재
132,3400,인현동2가,존재
133,3500,예관동,존재
134,3600,묵정동,존재
135,3700,필동1가,존재
136,3800,필동2가,존재
137,3900,필동3가,존재
138,4000,남학동,존재
139,4100,주자동,존재
140,4200,예장동,존재
141,4300,장충동1가,존재
142,4400,장충동2가,존재
143,4500,광희동1가,존재
144,4600,광희동2가,존재
145,4700,쌍림동,존재
146,4800,을지로6가,존재
147,4900,을지로7가,존재
148,5000,을지로4가,존재
149,5100,을지로5가,존재
150,5200,주교동,존재
151,5300,방산동,존재
152,5400,오장동,존재
153,5500,을지로3가,존재
154,5600,입정동,존재
155,5700,산림동,존재
156,5800,충무로3가,존재
157,5900,초동,존재
158,6000,인현동1가,존재
159,6100,저동2가,존재
160,6200,신당동,존재
161,6300,흥인동,존재
162,6400,무학동,존재
163,6500,황학동,존재
164,6600,서소문동,존재
165,6700,정동,존재
166,6800,순화동,존재
167,6900,의주로1가,존재
168,7000,충정로1가,존재
169,7100,중림동,존재
170,7200,의주로2가,존재
171,7300,만리동1가,존재
172,7400,만리동2가,존재
173,0100,신당1동,폐지
174,0200,신당2동,폐지
175,0300,신당3동,폐지
176,0400,신당4동,폐지
177,0500,신당5동,폐지
178,0600,신당6동,폐지
180,0100,옥수동,폐지
181,0200,도동1가,폐지
182,0300,도동2가,폐지
183,0400,만리동1가,폐지
184,0500,만리동2가,폐지
185,0100,후암동,존재
186,0200,용산동2가,존재
187,0300,용산동4가,존재
188,0400,갈월동,존재
189,0500,남영동,존재
190,0600,용산동1가,존재
191,0700,동자동,존재
192,0800,서계동,존재
193,0900,청파동1가,존재
194,1000,청파동2가,존재
195,1100,청파동3가,존재
196,1200,원효로1가,존재
197,1300,원효로2가,존재
198,1400,신창동,존재
199,1500,산천동,존재
200,1600,청암동,존재
201,1700,원효로3가,존재
202,1800,원효로4가,존재
203,1900,효창동,존재
204,2000,도원동,존재
205,2100,용문동,존재
206,2200,문배동,존재
207,2300,신계동,존재
208,2400,한강로1가,존재
209,2500,한강로2가,존재
210,2600,용산동3가,존재
211,2700,용산동5가,존재
212,2800,한강로3가,존재
213,2900,이촌동,존재
214,3000,이태원동,존재
215,3100,한남동,존재
216,3200,동빙고동,존재
217,3300,서빙고동,존재
218,3400,주성동,존재
219,3500,용산동6가,존재
220,3600,보광동,존재
221,0100,청파1동,폐지
222,0200,청파2동,폐지
223,0300,이촌1동,폐지
224,0400,이촌2동,폐지
225,0500,이태원1동,폐지
226,0600,이태원2동,폐지
227,0700,한남1동,폐지
228,0800,한남2동,폐지
230,0100,상일동,폐지
231,0200,길동,폐지
232,0300,둔촌동,폐지
233,0400,암사동,폐지
234,0500,성내동,폐지
235,0600,풍납동,폐지
236,0700,천호동,폐지
237,0800,송파동,폐지
238,0900,석촌동,폐지
239,1000,삼전동,폐지
240,1100,가락동,폐지
241,1200,이동,폐지
242,1300,오금동,폐지
243,1400,방이동,폐지
244,1500,문정동,폐지
245,1600,장지동,폐지
246,1700,거여동,폐지
247,1800,마천동,폐지
248,1900,잠실동,폐지
249,2000,신천동,폐지
250,2100,일원동,폐지
251,2200,수서동,폐지
252,2300,자곡동,폐지
253,2400,율현동,폐지
254,2500,세곡동,폐지
255,2600,역삼동,폐지
256,2700,포이동,폐지
257,2800,개포동,폐지
258,2900,도곡동,폐지
259,3000,논현동,폐지
260,3100,신사동,폐지
261,3200,학동,폐지
262,3300,압구정동,폐지
263,3400,청담동,폐지
264,3500,삼성동,폐지
265,3600,대치동,폐지
266,3700,염곡동,폐지
267,3800,내곡동,폐지
268,3900,신원동,폐지
269,4000,반포동,폐지
270,4100,잠원동,폐지
271,4200,서초동,폐지
272,4300,양재동,폐지
273,4400,우면동,폐지
274,4500,원지동,폐지
275,4600,황학동,폐지
276,4700,무학동,폐지
277,4800,흥인동,폐지
278,4900,신당동,폐지
279,5000,용두동,폐지
280,5100,답십리동,폐지
281,5200,면목동,폐지
282,5300,금호동,폐지
283,5400,명일동,폐지
284,5500,하일동,폐지
285,5600,고덕동,폐지
286,0100,상왕십리동,존재
287,0200,하왕십리동,존재
288,0300,홍익동,존재
289,0400,도선동,존재
290,0500,마장동,존재
291,0600,사근동,존재
292,0700,행당동,존재
293,0800,응봉동,존재
294,0900,금호동1가,존재
295,1000,금호동2가,존재
296,1100,금호동3가,존재
297,1200,금호동4가,존재
298,1300,옥수동,존재
299,1400,성수동1가,존재
300,1500,성수동2가,존재
301,1600,화양동,폐지
302,1700,모진동,폐지
303,1800,송정동,존재
304,1900,군자동,폐지
305,2000,중곡동,폐지
306,2100,능동,폐지
307,2200,용답동,존재
308,2300,광장동,폐지
309,2400,구의동,폐지
310,2500,자양동,폐지
311,0100,왕십리1동,폐지
312,0200,왕십리2동,폐지
313,0300,행당1동,폐지
314,0400,행당2동,폐지
315,0500,중곡1동,폐지
316,0600,중곡2동,폐지
317,0700,중곡3동,폐지
318,0800,중곡4동,폐지
319,0900,옥수1동,폐지
320,1000,옥수2동,폐지
321,1100,성수1가1동,폐지
322,1200,성수1가2동,폐지
323,1300,성수2가1동,폐지
324,1400,성수2가2동,폐지
325,1500,성수2가3동,폐지
326,1600,성수2가4동,폐지
327,1700,자양1동,폐지
328,1800,자양2동,폐지
329,1900,자양3동,폐지
330,2000,구의1동,폐지
331,2100,구의2동,폐지
333,0100,중곡동,존재
334,0200,능동,존재
335,0300,구의동,존재
336,0400,광장동,존재
337,0500,자양동,존재
338,0600,노유동,폐지
339,0700,화양동,존재
340,0800,모진동,폐지
341,0900,군자동,존재
343,0100,면목동,폐지
344,0200,상봉동,폐지
345,0300,중화동,폐지
346,0400,묵동,폐지
347,0500,망우동,폐지
348,0600,신내동,폐지
349,0700,중곡동,폐지
350,0800,능동,폐지
351,0900,군자동,폐지
352,1000,종암동,폐지
353,1100,안암동4가,폐지
354,1200,안암동5가,폐지
355,1300,석관동,폐지
356,1400,보문동1가,폐지
357,1500,보문동2가,폐지
358,1600,보문동3가,폐지
359,1700,보문동4가,폐지
360,1800,보문동5가,폐지
361,1900,보문동6가,폐지
362,2000,보문동7가,폐지
363,2100,창신동,폐지
364,2200,숭인동,폐지
365,0100,신설동,존재
366,0200,용두동,존재
367,0300,제기동,존재
368,0400,전농동,존재
369,0500,답십리동,존재
370,0600,장안동,존재
371,0700,청량리동,존재
372,0800,회기동,존재
373,0900,휘경동,존재
374,1000,이문동,존재
375,0100,용두1동,폐지
376,0200,용두2동,폐지
377,0300,제기1동,폐지
378,0400,제기2동,폐지
379,0500,전농1동,폐지
380,0600,전농2동,폐지
381,0700,전농3동,폐지
382,0800,전농4동,폐지
383,0900,답십리1동,폐지
384,1000,답십리2동,폐지
385,1100,답십리3동,폐지
386,1200,답십리4동,폐지
387,1300,답십리5동,폐지
388,1400,장안1동,폐지
389,1500,장안2동,폐지
390,1600,장안3동,폐지
391,1700,장안4동,폐지
392,1800,청량리1동,폐지
393,1900,청량리2동,폐지
394,2000,휘경1동,폐지
395,2100,휘경2동,폐지
396,2200,이문1동,폐지
397,2300,이문2동,폐지
398,2400,이문3동,폐지
400,0100,면목동,존재
401,0200,상봉동,존재
402,0300,중화동,존재
403,0400,묵동,존재
404,0500,망우동,존재
405,0600,신내동,존재
406,0100,면목1동,폐지
407,0200,면목2동,폐지
408,0300,면목3동,폐지
409,0400,면목4동,폐지
410,0500,면목5동,폐지
411,0600,면목6동,폐지
412,0700,면목7동,폐지
413,0800,상봉1동,폐지
414,0900,상봉2동,폐지
415,1000,중화1동,폐지
416,1100,중화2동,폐지
417,1200,묵1동,폐지
418,1300,묵2동,폐지
419,1400,망우1동,폐지
420,1500,망우2동,폐지
421,1600,망우3동,폐지
423,0100,미아동,폐지
424,0200,번동,폐지
425,0300,수유동,폐지
426,0400,우이동,폐지
427,0500,창동,폐지
428,0600,월계동,폐지
429,0700,쌍문동,폐지
430,0800,공릉동,폐지
431,0900,하계동,폐지
432,1000,상계동,폐지
433,1100,중계동,폐지
434,1200,도봉동,폐지
435,1300,방학동,폐지
436,1400,성북동2가,폐지
437,1500,동소문동8가,폐지
438,0100,성북동,존재
439,0200,성북동1가,존재
440,0300,돈암동,존재
441,0400,동소문동1가,존재
442,0500,동소문동2가,존재
443,0600,동소문동3가,존재
444,0700,동소문동4가,존재
445,0800,동소문동5가,존재
446,0900,동소문동6가,존재
447,1000,동소문동7가,존재
448,1100,삼선동1가,존재
449,1200,삼선동2가,존재
450,1300,삼선동3가,존재
451,1400,삼선동4가,존재
452,1500,삼선동5가,존재
453,1600,동선동1가,존재
454,1700,동선동2가,존재
455,1800,동선동3가,존재
456,1900,동선동4가,존재
457,2000,동선동5가,존재
458,2100,안암동1가,존재
459,2200,안암동2가,존재
460,2300,안암동3가,존재
461,2400,안암동4가,존재
462,2500,안암동5가,존재
463,2600,보문동4가,존재
464,2700,보문동5가,존재
465,2800,보문동6가,존재
466,2900,보문동7가,존재
467,3000,보문동1가,존재
468,3100,보문동2가,존재
469,3200,보문동3가,존재
470,3300,정릉동,존재
471,3400,길음동,존재
472,3500,종암동,존재
473,3600,하월곡동,존재
474,3700,상월곡동,존재
475,3800,장위동,존재
476,3900,석관동,존재
477,0100,성북1동,폐지
478,0200,성북2동,폐지
479,0300,삼선1동,폐지
480,0400,삼선2동,폐지
481,0500,동선1동,폐지
482,0600,동선2동,폐지
483,0700,돈암1동,폐지
484,0800,돈암2동,폐지
485,0900,정릉1동,폐지
486,1000,정릉2동,폐지
487,1100,정릉3동,폐지
488,1200,정릉4동,폐지
489,1300,길음1동,폐지
490,1400,길음2동,폐지
491,1500,길음3동,폐지
492,1600,종암1동,폐지
493,1700,종암2동,폐지
494,1800,하월곡1동,폐지
495,1900,하월곡2동,폐지
496,2000,하월곡3동,폐지
497,2100,하월곡4동,폐지
498,2200,장위1동,폐지
499,2300,장위2동,폐지
500,2400,장위3동,폐지
501,2500,석관1동,폐지
502,2600,석관2동,폐지
504,0100,미아동,존재
505,0200,번동,존재
506,0300,수유동,존재
507,0400,우이동,존재
509,0300,상계동,폐지
510,0400,중계동,폐지
511,0500,하계동,폐지
512,0600,월계동,폐지
513,0700,공릉동,폐지
514,0100,미아동,폐지
515,0200,번동,폐지
516,0300,수유동,폐지
517,0400,우이동,폐지
518,0500,쌍문동,존재
519,0600,방학동,존재
520,0700,창동,존재
521,0800,도봉동,존재
522,0100,창1동,폐지
523,0200,창2동,폐지
524,0300,창3동,폐지
525,0400,도봉1동,폐지
526,0500,도봉2동,폐지
527,0600,미아1동,폐지
528,0700,미아2동,폐지
529,0800,미아3동,폐지
530,0900,미아4동,폐지
531,1000,미아5동,폐지
532,1100,미아6동,폐지
533,1200,미아7동,폐지
534,1300,미아8동,폐지
535,1400,번1동,폐지
536,1500,번2동,폐지
537,1600,수유1동,폐지
538,1700,수유2동,폐지
539,1800,수유3동,폐지
540,1900,수유4동,폐지
541,2000,수유5동,폐지
542,2100,쌍문1동,폐지
543,2200,쌍문2동,폐지
544,2300,쌍문3동,폐지
545,2400,방학1동,폐지
546,2500,방학2동,폐지
547,2600,방학3동,폐지
549,0100,창동,폐지
550,0200,월계동,존재
551,0300,공릉동,존재
552,0400,하계동,존재
553,0500,상계동,존재
554,0600,중계동,존재
555,0700,도봉동,폐지
556,0100,도봉1동,폐지
557,0200,도봉2동,폐지
558,0300,창1동,폐지
559,0400,창2동,폐지
560,0500,창3동,폐지
561,0600,월계1동,폐지
562,0700,월계2동,폐지
563,0800,월계3동,폐지
564,0900,공릉1동,폐지
565,1000,공릉2동,폐지
566,1100,상계1동,폐지
567,1200,상계2동,폐지
568,1300,상계3동,폐지
569,1400,상계4동,폐지
570,1500,상계5동,폐지
571,1600,상계6동,폐지
572,1700,상계7동,폐지
574,0100,수색동,존재
575,0200,녹번동,존재
576,0300,불광동,존재
577,0400,갈현동,존재
578,0500,구산동,존재
579,0600,대조동,존재
580,0700,응암동,존재
581,0800,역촌동,존재
582,0900,신사동,존재
583,1000,증산동,존재
584,1100,진관내동,폐지
585,1200,구파발동,폐지
586,1300,진관외동,폐지
587,1400,진관동,존재
588,0100,불광1동,폐지
589,0200,불광2동,폐지
590,0300,불광3동,폐지
591,0400,응암1동,폐지
592,0500,응암2동,폐지
593,0600,응암3동,폐지
594,0700,역촌1동,폐지
595,0800,역촌2동,폐지
596,0900,응암4동,폐지
598,0100,평창동,폐지
599,0200,구기동,폐지
600,0300,부암동,폐지
601,0400,홍지동,폐지
602,0500,신영동,폐지
603,0600,행촌동,폐지
604,0700,송월동,폐지
605,0800,홍파동,폐지
606,0900,평동,폐지
607,1000,교남동,폐지
608,1100,교북동,폐지
609,1200,서소문동,폐지
610,1300,정동,폐지
611,1400,순화동,폐지
612,1500,의주로2가,폐지
613,1600,중림동,폐지
614,1700,의주로1가,폐지
615,1800,충정로1가,폐지
616,1900,노고산동,폐지
617,2000,만리동1가,폐지
618,2100,만리동2가,폐지
619,2200,상암동,폐지
620,2300,성산동,폐지
621,2400,수색동,폐지
622,2500,중동,폐지
623,2600,녹번동,폐지
624,2700,불광동,폐지
625,2800,갈현동,폐지
626,2900,역촌동,폐지
627,3000,신사동,폐지
628,3100,구파발동,폐지
629,3200,구산동,폐지
630,3300,진관내동,폐지
631,3400,진관외동,폐지
632,3500,응암동,폐지
633,3600,대조동,폐지
634,3700,증산동,폐지
635,0100,충정로2가,존재
636,0200,충정로3가,존재
637,0300,합동,존재
638,0400,미근동,존재
639,0500,냉천동,존재
640,0600,천연동,존재
641,0700,옥천동,존재
642,0800,영천동,존재
643,0900,현저동,존재
644,1000,북아현동,존재
645,1100,홍제동,존재
646,1200,대현동,존재
647,1300,대신동,존재
648,1400,신촌동,존재
649,1500,봉원동,존재
650,1600,창천동,존재
651,1700,연희동,존재
652,1800,홍은동,존재
653,1900,북가좌동,존재
654,2000,남가좌동,존재
655,0100,충정로동,폐지
656,0200,북아현1동,폐지
657,0300,북아현2동,폐지
658,0400,북아현3동,폐지
659,0500,연희1동,폐지
660,0600,연희2동,폐지
661,0700,연희3동,폐지
662,0800,홍제1동,폐지
663,0900,홍제2동,폐지
664,1000,홍제3동,폐지
665,1100,홍제4동,폐지
666,1200,홍은1동,폐지
667,1300,홍은2동,폐지
668,1400,홍은3동,폐지
669,1500,남가좌1동,폐지
670,1600,남가좌2동,폐지
671,1700,북가좌1동,폐지
672,1800,북가좌1동,폐지
674,0100,연희동,폐지
675,0200,남가좌동,폐지
676,0300,수색동,폐지
677,0400,율도동,폐지
678,0100,아현동,존재
679,0200,공덕동,존재
680,0300,신공덕동,존재
681,0400,도화동,존재
682,0500,용강동,존재
683,0600,토정동,존재
684,0700,마포동,존재
685,0800,대흥동,존재
686,0900,염리동,존재
687,1000,노고산동,존재
688,1100,신수동,존재
689,1200,현석동,존재
690,1300,구수동,존재
691,1400,창전동,존재
692,1500,상수동,존재
693,1600,하중동,존재
694,1700,신정동,존재
695,1800,당인동,존재
696,1900,하수동,폐지
697,2000,서교동,존재
698,2100,동교동,존재
699,2200,합정동,존재
700,2300,망원동,존재
701,2400,연남동,존재
702,2500,성산동,존재
703,2600,중동,존재
704,2700,상암동,존재
705,0100,아현1동,폐지
706,0200,아현2동,폐지
707,0300,아현3동,폐지
708,0400,공덕1동,폐지
709,0500,공덕2동,폐지
710,0600,도화1동,폐지
711,0700,도화2동,폐지
712,0800,망원1동,폐지
713,0900,망원2동,폐지
714,1000,성산1동,폐지
715,1100,성산2동,폐지
717,0100,신정동,존재
718,0200,목동,존재
719,0300,신월동,존재
720,0100,목1동,폐지
721,0200,목2동,폐지
722,0300,목3동,폐지
723,0400,목4동,폐지
724,0500,목5동,폐지
725,0600,신월1동,폐지
726,0700,신월2동,폐지
727,0800,신월3동,폐지
728,0900,신월4동,폐지
729,1000,신월5동,폐지
730,1100,신월6동,폐지
731,1200,신정1동,폐지
732,1300,신정2동,폐지
733,1400,신정3동,폐지
734,1500,신정4동,폐지
735,1600,신정5동,폐지
736,1700,신정6동,폐지
738,0100,신정동,폐지
739,0200,신월동,폐지
740,0100,염창동,존재
741,0200,등촌동,존재
742,0300,화곡동,존재
743,0400,가양동,존재
744,0500,마곡동,존재
745,0600,내발산동,존재
746,0700,외발산동,존재
747,0800,공항동,존재
748,0900,방화동,존재
749,1000,개화동,존재
750,1100,과해동,존재
751,1200,오곡동,존재
752,1300,오쇠동,존재
753,1400,목동,폐지
754,0100,등촌1동,폐지
755,0200,등촌2동,폐지
756,0300,화곡1동,폐지
757,0400,화곡2동,폐지
758,0500,화곡3동,폐지
759,0600,화곡4동,폐지
760,0700,화곡5동,폐지
761,0800,화곡본동,폐지
762,0900,발산동,폐지
763,1000,방화1동,폐지
764,1100,방화2동,폐지
766,0100,신도림동,존재
767,0200,구로동,존재
768,0300,가리봉동,존재
769,0400,독산동,폐지
770,0500,시흥동,폐지
771,0600,고척동,존재
772,0700,개봉동,존재
773,0800,오류동,존재
774,0900,궁동,존재
775,1000,온수동,존재
776,1100,천왕동,존재
777,1200,항동,존재
778,0100,구로1동,폐지
779,0200,구로2동,폐지
780,0300,구로3동,폐지
781,0400,구로4동,폐지
782,0500,구로5동,폐지
783,0600,구로6동,폐지
784,0700,가리봉1동,폐지
785,0800,가리봉2동,폐지
786,0900,가리봉3동,폐지
787,1000,독산1동,폐지
788,1100,독산2동,폐지
789,1200,독산3동,폐지
790,1300,독산4동,폐지
791,1400,독산본동,폐지
792,1500,시흥본동,폐지
793,1600,시흥1동,폐지
794,1700,시흥2동,폐지
795,1800,시흥3동,폐지
796,1900,시흥4동,폐지
797,2000,시흥5동,폐지
798,2100,고척1동,폐지
799,2200,고척2동,폐지
800,2300,개봉1동,폐지
801,2400,개봉2동,폐지
802,2500,개봉3동,폐지
803,2600,오류1동,폐지
804,2700,오류2동,폐지
805,2800,수궁동,폐지
807,0100,가산동,존재
808,0200,독산동,존재
809,0300,시흥동,존재
811,0100,독산동,폐지
812,0200,염창동,폐지
813,0300,목동,폐지
814,0400,등촌동,폐지
815,0500,화곡동,폐지
816,0600,신월동,폐지
817,0700,마곡동,폐지
818,0800,가양동,폐지
819,0900,내발산동,폐지
820,1000,외발산동,폐지
821,1100,공항동,폐지
822,1200,방화동,폐지
823,1300,과해동,폐지
824,1400,신정동,폐지
825,1500,오곡동,폐지
826,1600,오쇠동,폐지
827,1700,구로동,폐지
828,1800,가리봉동,폐지
829,1900,시흥동,폐지
830,2000,고척동,폐지
831,2100,개봉동,폐지
832,2200,오류동,폐지
833,2300,궁동,폐지
834,2400,온수동,폐지
835,2500,천왕동,폐지
836,2600,항동,폐지
837,2700,신도림동,폐지
838,2800,개화동,폐지
839,2900,반포동,폐지
840,3000,잠원동,폐지
841,3100,서초동,폐지
842,3200,양재동,폐지
843,3300,우면동,폐지
844,3400,원지동,폐지
845,3500,노량진동,폐지
846,3600,상도동,폐지
847,3700,상도제1동,폐지
848,3800,봉천동,폐지
849,3900,본동,폐지
850,4000,흑석동,폐지
851,4100,동작동,폐지
852,4200,사당동,폐지
853,4300,방배동,폐지
854,4400,신림동,폐지
855,4500,대방동,폐지
856,4600,신대방동,폐지
857,4700,양평동,폐지
858,0100,영등포동,존재
859,0200,영등포동1가,존재
860,0300,영등포동2가,존재
861,0400,영등포동3가,존재
862,0500,영등포동4가,존재
863,0600,영등포동5가,존재
864,0700,영등포동6가,존재
865,0800,영등포동7가,존재
866,0900,영등포동8가,존재
867,1000,여의도동,존재
868,1100,당산동1가,존재
869,1200,당산동2가,존재
870,1300,당산동3가,존재
871,1400,당산동4가,존재
872,1500,당산동5가,존재
873,1600,당산동6가,존재
874,1700,당산동,존재
875,1800,도림동,존재
876,1900,문래동1가,존재
877,2000,문래동2가,존재
878,2100,문래동3가,존재
879,2200,문래동4가,존재
880,2300,문래동5가,존재
881,2400,문래동6가,존재
882,2500,양평동1가,존재
883,2600,양평동2가,존재
884,2700,양평동3가,존재
885,2800,양평동4가,존재
886,2900,양평동5가,존재
887,3000,양평동6가,존재
888,3100,양화동,존재
889,3200,신길동,존재
890,3300,대림동,존재
891,3400,양평동,존재
892,0100,영등포1동,폐지
893,0200,영등포2동,폐지
894,0300,영등포3동,폐지
895,0400,당산1동,폐지
896,0500,당산2동,폐지
897,0600,도림1동,폐지
898,0700,도림2동,폐지
899,0800,문래1동,폐지
900,0900,문래2동,폐지
901,1000,양평1동,폐지
902,1100,양평2동,폐지
903,1200,신길1동,폐지
904,1300,신길2동,폐지
905,1400,신길3동,폐지
906,1500,신길4동,폐지
907,1600,신길5동,폐지
908,1700,신길6동,폐지
909,1800,신길7동,폐지
910,1900,대림1동,폐지
911,2000,대림2동,폐지
912,2100,대림3동,폐지
914,0100,노량진동,존재
915,0200,상도동,존재
916,0300,상도1동,존재
917,0400,본동,존재
918,0500,흑석동,존재
919,0600,동작동,존재
920,0700,사당동,존재
921,0800,대방동,존재
922,0900,신대방동,존재
923,0100,노량진1동,폐지
924,0200,노량진2동,폐지
925,0300,상도2동,폐지
926,0400,상도3동,폐지
927,0500,상도4동,폐지
928,0600,흑석1동,폐지
929,0700,흑석2동,폐지
930,0800,흑석3동,폐지
931,0900,사당1동,폐지
932,1000,사당2동,폐지
933,1100,사당3동,폐지
934,1200,사당4동,폐지
935,1300,신대방1동,폐지
936,1400,신대방2동,폐지
938,0100,대방동,폐지
939,0200,신대방동,폐지
940,0300,노량진동,폐지
941,0400,상도동,폐지
942,0500,본동,폐지
943,0600,흑석동,폐지
944,0700,동작동,폐지
945,0800,사당동,폐지
946,0900,방배동,폐지
947,1000,상도제1동,폐지
948,0100,봉천동,존재
949,0200,신림동,존재
950,0300,남현동,존재
951,0100,봉천본동,폐지
952,0200,봉천1동,폐지
953,0300,봉천2동,폐지
954,0400,봉천3동,폐지
955,0500,봉천4동,폐지
956,0600,봉천5동,폐지
957,0700,봉천6동,폐지
958,0800,봉천7동,폐지
959,0900,봉천8동,폐지
960,1000,봉천9동,폐지
961,1100,봉천10동,폐지
962,1200,봉천11동,폐지
963,1300,신림본동,폐지
964,1400,신림1동,폐지
965,1500,신림2동,폐지
966,1600,신림3동,폐지
967,1700,신림4동,폐지
968,1800,신림5동,폐지
969,1900,신림6동,폐지
970,2000,신림7동,폐지
971,2100,신림8동,폐지
972,2200,신림9동,폐지
973,2300,신림10동,폐지
974,2400,신림11동,폐지
976,0100,개포동,폐지
977,0100,방배동,존재
978,0200,양재동,존재
979,0300,우면동,존재
980,0400,원지동,존재
981,0500,도곡동,폐지
982,0600,잠원동,존재
983,0700,반포동,존재
984,0800,서초동,존재
985,0900,내곡동,존재
986,1000,염곡동,존재
987,1100,신원동,존재
988,1200,역삼동,폐지
989,1300,신사동,폐지
990,0100,서초1동,폐지
991,0200,서초2동,폐지
992,0300,서초3동,폐지
993,0400,반포본동,폐지
994,0500,반포1동,폐지
995,0600,반포2동,폐지
996,0700,반포3동,폐지
997,0800,방배본동,폐지
998,0900,방배1동,폐지
999,1000,방배2동,폐지
1000,1100,방배3동,폐지
1001,1200,도곡1동,폐지
1002,1300,도곡2동,폐지
1004,0100,잠원동,폐지
1005,0200,양재동,폐지
1006,0300,원지동,폐지
1007,0400,우면동,폐지
1008,0500,염곡동,폐지
1009,0600,내곡동,폐지
1010,0700,신원동,폐지
1011,0800,방배동,폐지
1012,0900,하일동,폐지
1013,1000,상일동,폐지
1014,1100,명일동,폐지
1015,1200,고덕동,폐지
1016,1300,암사동,폐지
1017,1400,천호동,폐지
1018,1500,성내동,폐지
1019,1600,풍납동,폐지
1020,1700,길동,폐지
1021,1800,둔촌동,폐지
1022,1900,거여동,폐지
1023,2000,마천동,폐지
1024,2100,방이동,폐지
1025,2200,이동,폐지
1026,2300,오금동,폐지
1027,2400,송파동,폐지
1028,2500,석촌동,폐지
1029,2600,가락동,폐지
1030,2700,문정동,폐지
1031,2800,잠실동,폐지
1032,2900,신천동,폐지
1033,3000,삼전동,폐지
1034,3100,송금동,폐지
1035,3200,장지동,폐지
1036,3300,학동,폐지
1037,0100,역삼동,존재
1038,0200,포이동,폐지
1039,0300,개포동,존재
1040,0400,청담동,존재
1041,0500,삼성동,존재
1042,0600,대치동,존재
1043,0700,신사동,존재
1044,0800,논현동,존재
1045,1000,압구정동,존재
1046,1100,세곡동,존재
1047,1200,자곡동,존재
1048,1300,율현동,존재
1049,1400,일원동,존재
1050,1500,수서동,존재
1051,1600,반포동,폐지
1052,1700,서초동,폐지
1053,1800,도곡동,존재
1054,0100,압구정1동,폐지
1055,0200,압구정2동,폐지
1056,0300,청담1동,폐지
1057,0400,청담2동,폐지
